1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,1,0
1,0,0,0,0
1,0,0,1,0
1,0,0,0,0
1,0,0,0,0
1,0,0,1,0
1,0,0,1,0
1,0,0,1,0
1,0,0,1,0
1,0,0,1,0
1,0,0,1,0
1,0,0,1,0
1,0,0,1,0
1,0,0,1,0
1,0,0,1,0
1,0,0,2,1
1,0,0,2,1
1,0,0,2,1
1,0,0,2,1
1,0,0,2,1
1,0,0,2,1
1,0,0,2,1
1,0,0,2,1
1,0,0,2,1
1,0,0,2,1
1,0,0,3,1
1,0,0,3,1
1,0,0,3,1
1,0,0,3,1
1,0,0,3,1
1,0,0,3,1
1,0,0,3,1
1,0,0,3,1
1,0,0,3,1
1,0,0,3,1
1,0,0,4,2
1,0,0,4,2
1,0,0,4,2
1,0,0,4,2
1,0,0,4,2
1,0,0,4,2
1,0,0,4,2
1,0,0,4,2
1,0,0,4,2
1,0,0,4,2
1,0,0,5,2
1,0,0,5,2
1,0,0,5,2
1,0,0,5,2
1,0,0,5,2
1,0,0,6,2
1,0,0,5,2
1,0,0,5,2
1,0,0,5,2
1,0,0,5,2
1,0,0,6,3
1,0,0,6,3
1,0,0,7,3
1,0,0,6,3
1,0,0,6,3
1,0,0,6,3
1,0,0,6,3
1,0,0,6,3
1,0,0,6,3
1,0,0,7,3
1,0,0,7,3
1,0,0,7,3
1,0,0,7,3
1,0,0,7,3
1,0,0,7,3
1,0,0,7,3
1,0,0,7,3
1,0,0,7,3
1,0,0,7,3
1,0,0,7,3
1,0,0,8,4
1,0,0,8,4
1,0,0,8,4
1,0,0,8,4
1,0,0,8,4
1,0,0,8,4
1,0,0,8,4
1,0,0,8,4
1,0,0,8,4
1,0,0,8,4
1,0,0,9,4
1,0,0,9,4
1,0,0,9,4
1,0,0,9,4
1,0,0,10,4
1,0,0,9,4
1,0,0,9,4
1,0,0,9,4
1,0,0,9,4
1,0,0,9,4
1,0,0,10,5
1,0,0,10,5
1,0,0,10,5
1,0,0,10,5
1,0,0,11,5
1,0,0,10,5
1,0,0,11,5
1,0,0,10,5
1,0,0,10,5
1,0,0,10,5
1,0,0,11,5
1,0,0,11,5
1,0,0,11,5
1,0,0,11,5
1,0,0,11,5
